unit,factor,r,p,bucket,partial_r,partial_p
124,extremity,-0.44348801462888515,5.243933890702691e-240,strong,-0.4459801622963932,5.227502448683156e-243
125,extremity,-0.28290791235312,1.1538451246032043e-92,moderate,-0.2847836550412377,6.343714135936367e-94
126,extremity,-0.5067637609301312,0.0,strong,-0.5079175913907377,0.0
127,extremity,0.014503638318936491,0.30519353982171094,weak,0.014634873350681001,0.30083777516482274
0,activity,-0.11228317986405988,1.6815404922965812e-15,moderate,,
1,activity,-0.05111956631506874,0.00029900593819654056,weak,,
2,activity,-0.10977893400357536,7.019020042433892e-15,moderate,,
3,activity,-0.05695212174940097,5.592254247931731e-05,weak,,
4,activity,-0.06779910407653819,1.5990321340678113e-06,weak,,
5,activity,-0.08284441232006447,4.448053580083645e-09,weak,,
6,activity,-0.09742397983374965,5.06936455573117e-12,weak,,
7,activity,-0.04187389911435082,0.0030615408067904307,weak,,
8,activity,-0.02138049904872239,0.13062945049406427,weak,,
9,activity,-0.1085097091269965,1.430494035196829e-14,moderate,,
10,activity,-0.08080848623358886,1.0530625475727407e-08,weak,,
11,activity,-0.09875180314289556,2.5932448669561794e-12,weak,,
12,activity,-0.11152560594679463,2.5996121008221572e-15,moderate,,
13,activity,-0.08851291350005593,3.6208977138494343e-10,weak,,
14,activity,-0.0480266205030072,0.0006810256519526825,weak,,
15,activity,-0.09160747439938109,8.603262389244036e-11,weak,,
16,activity,-0.043783299349617555,0.0019571577972609597,weak,,
17,activity,-0.11088384621113229,3.751354829432354e-15,moderate,,
18,activity,-0.07765937828347516,3.835156341067978e-08,weak,,
19,activity,-0.10374306220859587,1.9271141439675811e-13,moderate,,
20,activity,-0.10417247280636102,1.5318595085984792e-13,moderate,,
21,activity,-0.1009590545714769,8.343760669150871e-13,moderate,,
22,activity,-0.08568837826836584,1.289237219146534e-09,weak,,
23,activity,-0.07494068233522783,1.125232440261319e-07,weak,,
24,activity,-0.029986286870570457,0.03398098172519906,weak,,
25,activity,-0.05582170796600387,7.838553026161937e-05,weak,,
26,activity,-0.02948678893034575,0.03707267291646607,weak,,
27,activity,-0.03327330422616151,0.018630594626034523,weak,,
28,activity,-0.039223842473029014,0.005538555907968674,weak,,
29,activity,-0.038374919141325875,0.006650874841955936,weak,,
30,activity,-0.06903942294343837,1.0267833157840764e-06,weak,,
31,activity,-0.10705906730103741,3.195381029359393e-14,moderate,,
32,activity,-0.036036974772798755,0.01082215645974761,weak,,
33,activity,-0.053710445329918095,0.00014487420089117706,weak,,
34,activity,-0.09948856146839413,1.780936311076976e-12,weak,,
35,activity,-0.10306552017134821,2.762950588388071e-13,moderate,,
36,activity,-0.046533687226173626,0.0009969401732002673,weak,,
37,activity,-0.0815085061395545,7.848238275511085e-09,weak,,
38,activity,-0.056453053445838876,6.496215624354826e-05,weak,,
39,activity,-0.026249106694513004,0.06346099569483654,weak,,
40,activity,-0.07729134941290507,4.4462269001711425e-08,weak,,
41,activity,-0.09232889387420079,6.111649356139356e-11,weak,,
42,activity,-0.06521395873504002,3.929377006550643e-06,weak,,
43,activity,-0.10789759126939807,2.0106426873533788e-14,moderate,,
44,activity,-0.09548466486830494,1.3279484616209185e-11,weak,,
45,activity,-0.06143031453341595,1.3813896413805775e-05,weak,,
46,activity,-0.10724745581412518,2.880434208761188e-14,moderate,,
47,activity,-0.10713846921343015,3.0587105260802706e-14,moderate,,
48,activity,-0.09345902777295947,3.558248646179758e-11,weak,,
49,activity,-0.06799699137049378,1.4906763621983425e-06,weak,,
50,activity,-0.04176242306994556,0.003140914096487667,weak,,
51,activity,-0.055949443013691064,7.5474208586384e-05,weak,,
52,activity,-0.08480566500231779,1.9016975266898586e-09,weak,,
53,activity,-0.10992729884758581,6.455034623973629e-15,moderate,,
54,activity,-0.02855784641155229,0.043461076009056236,weak,,
55,activity,-0.025354623615451738,0.07302370062430126,weak,,
56,activity,-0.09167372523993232,8.338207874425603e-11,weak,,
57,activity,-0.07355266355930277,1.922164186444312e-07,weak,,
58,activity,-0.11212207181347217,1.8452288328660883e-15,moderate,,
59,activity,-0.06817848838244625,1.3975276393826448e-06,weak,,
60,activity,-0.09935023060433766,1.911525841621794e-12,weak,,
61,activity,-0.07472606938976786,1.2231173072527494e-07,weak,,
62,activity,-0.040314359462524534,0.004356799711187866,weak,,
63,activity,-0.07565942961804664,8.49574347297702e-08,weak,,
64,activity,-0.1111432412459203,3.235329477008968e-15,moderate,,
65,activity,-0.08083226215693004,1.042641096368182e-08,weak,,
66,activity,-0.10479857286287098,1.0943078008202959e-13,moderate,,
67,activity,-0.10492571430950084,1.0218087278211725e-13,moderate,,
68,activity,-0.04520741467510695,0.001386328814899374,weak,,
69,activity,-0.027322709672347244,0.053373712839904906,weak,,
70,activity,-0.03983215237852977,0.00484787256614875,weak,,
71,activity,-0.06843495809959398,1.2753880546920056e-06,weak,,
72,activity,-0.11984436845847321,1.850429781944693e-17,moderate,,
73,activity,-0.06580543069046765,3.2080165088720765e-06,weak,,
74,activity,-0.10239974481346664,3.9276778757740327e-13,moderate,,
75,activity,-0.10104761225842314,7.968551376074931e-13,moderate,,
76,activity,-0.10333505457894337,2.394696136238101e-13,moderate,,
77,activity,-0.08794417802333361,4.690942004724686e-10,weak,,
78,activity,-0.07279977143058743,2.5597935018401454e-07,weak,,
79,activity,-0.04603351936024273,0.0011300428675457752,weak,,
80,activity,-0.11521545573725386,3.0293461719884247e-16,moderate,,
81,activity,-0.1016446785608672,5.837204454146837e-13,moderate,,
82,activity,-0.04220608652714976,0.002835738193409399,weak,,
83,activity,-0.05883960217218401,3.13880245876264e-05,weak,,
84,activity,-0.08530467323967782,1.5272825528046521e-09,weak,,
85,activity,-0.09990632835575808,1.4374127304484083e-12,weak,,
86,activity,-0.07555461834951735,8.852521188850697e-08,weak,,
87,activity,-0.09153291600514793,8.911408531644005e-11,weak,,
88,activity,-0.03489567509393353,0.013601029351544561,weak,,
89,activity,-0.08664308437402929,8.430532642447715e-10,weak,,
90,activity,-0.11272193509953864,1.3048077463854551e-15,moderate,,
91,activity,-0.0719443815582878,3.5325358418243607e-07,weak,,
92,activity,-0.08414252119631804,2.5400936318197646e-09,weak,,
93,activity,-0.11320734388674472,9.844039358897097e-16,moderate,,
94,activity,-0.04919770647385667,0.0005013376262916506,weak,,
95,activity,-0.11920097363499638,2.747187112358566e-17,moderate,,
96,activity,-0.11778933539504995,6.488985503905931e-17,moderate,,
97,activity,-0.053299082281372735,0.0001628868271870205,weak,,
98,activity,-0.06613169905795088,2.8663463348565076e-06,weak,,
99,activity,-0.04386925619283877,0.0019173610595623694,weak,,
100,activity,-0.07023821196116385,6.64401715977857e-07,weak,,
101,activity,-0.0876167932235992,5.440866494397164e-10,weak,,
102,activity,-0.058590362651039264,3.390881947958797e-05,weak,,
103,activity,-0.08474980976678051,1.9487957136446767e-09,weak,,
104,activity,-0.06108223700884526,1.5453537817617632e-05,weak,,
105,activity,-0.06033645204740577,1.9612742981620378e-05,weak,,
106,activity,-0.09578770560571517,1.1438556689506053e-11,weak,,
107,activity,-0.05944788204862385,2.5962093327550606e-05,weak,,
108,activity,-0.1021293325823629,4.5279677862521173e-13,moderate,,
109,activity,-0.10397701724514678,1.7007667671227257e-13,moderate,,
110,activity,-0.03804636340289053,0.007132673200327377,weak,,
111,activity,-0.10837648385387122,1.5407617096599745e-14,moderate,,
112,activity,-0.058041909737761056,4.014930870754595e-05,weak,,
113,activity,-0.05395852216798913,0.0001349361239283598,weak,,
114,activity,-0.0576237965999298,4.562309889166216e-05,weak,,
115,activity,-0.1017320637735007,5.576417353725173e-13,moderate,,
116,activity,-0.10672307608720653,3.8432684877991455e-14,moderate,,
117,activity,-0.0684203347874407,1.2820670452592437e-06,weak,,
118,activity,-0.04459026472453735,0.0016116605503899417,weak,,
119,activity,-0.10269162587610375,3.3673148709432584e-13,moderate,,
120,activity,-0.04317880505476261,0.0022591491556424106,weak,,
121,activity,-0.03800073298933165,0.007202007176802703,weak,,
122,activity,-0.07994274558400563,1.5097374048668934e-08,weak,,
123,activity,-0.10866717391843375,1.310141915443952e-14,moderate,,
124,activity,-0.10850854456249968,1.4314234381226047e-14,moderate,,
125,activity,-0.11921596344811107,2.7220774507882785e-17,moderate,,
126,activity,-0.06996399946516006,7.344188823253305e-07,weak,,
127,activity,-0.0717204263481887,3.8410655873854986e-07,weak,,
0,genre_entropy,-0.13001224253071378,2.7024127609385038e-20,moderate,-0.13394628698750433,1.871111144772998e-21
1,genre_entropy,-0.22921852554313796,1.3033761760657437e-60,moderate,-0.2309882437527957,1.508088867104317e-61
2,genre_entropy,-0.12161102266870323,6.184119694929177e-18,moderate,-0.1253849830365359,5.636284492084281e-19
3,genre_entropy,-0.027536509106202926,0.05153382753125394,weak,-0.029135514640486974,0.03938762444818584
4,genre_entropy,-0.031429970429201634,0.026254403629490546,weak,-0.03335347468235955,0.018348302712492656
5,genre_entropy,-0.23830279465045298,1.6687415283699325e-65,moderate,-0.24146261757285448,2.9577164334396176e-67
6,genre_entropy,-0.05726598952691572,5.0862168980931104e-05,weak,-0.06021054609973811,2.0412579584591485e-05
7,genre_entropy,-0.2565964180754695,5.281925624278169e-76,moderate,-0.25805022198880234,7.091762903442238e-77
8,genre_entropy,-0.25826903004654805,5.236262129593175e-77,moderate,-0.2590015834713272,1.8926276264516914e-77
9,genre_entropy,-0.11385457669735904,6.748204780935937e-16,moderate,-0.11752747007211133,7.602104038590667e-17
10,genre_entropy,-0.06457075168217832,4.8896172311870106e-06,weak,-0.06700091458824961,2.1180229791494305e-06
11,genre_entropy,-0.05262373614834332,0.00019709655356329122,weak,-0.05558781954106727,8.399338671996461e-05
12,genre_entropy,-0.07248196660485415,2.8864098076510065e-07,weak,-0.07600151924419551,7.42551540266432e-08
13,genre_entropy,-0.14386738604573746,1.553897307761234e-24,moderate,-0.14689257741071327,1.611749078592032e-25
14,genre_entropy,-0.24514525977422688,2.4956332308722103e-69,moderate,-0.2468198978089967,2.7702266261933318e-70
15,genre_entropy,-0.046883726563343546,0.0009125875652737444,weak,-0.049589123121906394,0.0004518933795408367
16,genre_entropy,-0.24795164341534193,6.211598121005295e-71,moderate,-0.24946685704052218,8.291880648621801e-72
17,genre_entropy,-0.0919807115197874,7.210639115085935e-11,weak,-0.09560546714635196,1.2513242514331195e-11
18,genre_entropy,-0.22108289106856235,2.0846269569227874e-56,moderate,-0.22394234113239603,7.252205394743628e-58
19,genre_entropy,-0.1462288732075204,2.660756118830432e-25,moderate,-0.14989948141111206,1.6154298489056395e-26
20,genre_entropy,-0.1580402259863613,2.505424509920986e-29,moderate,-0.1617982506015594,1.1222684992859494e-30
21,genre_entropy,-0.15917490251309863,9.88783750610122e-30,moderate,-0.16279785722149195,4.850517925893295e-31
22,genre_entropy,-0.060495978496220536,1.8642124744464465e-05,weak,-0.0630695961205044,8.081163278450425e-06
23,genre_entropy,-0.1525018991861854,2.1225048314043134e-27,moderate,-0.1550222429053404,2.872721959753027e-28
24,genre_entropy,-0.2574436829458533,1.6415575082879927e-76,moderate,-0.25846590756517,3.9845865748617415e-77
25,genre_entropy,-0.23402489586499964,3.570037089720933e-63,moderate,-0.23598961458347267,3.077953093883986e-64
26,genre_entropy,-0.2547062388715866,7.050599622310473e-75,moderate,-0.2557089003256369,1.7881552341733708e-75
27,genre_entropy,-0.2525054373815042,1.4019744113012289e-73,moderate,-0.2536390418978858,3.0163683510028854e-74
28,genre_entropy,-0.24901585082530436,1.5121383326968095e-71,moderate,-0.2503614749968342,2.5088802167172366e-72
29,genre_entropy,-0.0162267829761859,0.25130084467805713,weak,-0.017284223774796204,0.22172090937249642
30,genre_entropy,-0.03761611469798749,0.00781087926465315,weak,-0.039593184382758634,0.005109329903676683
31,genre_entropy,-0.180294337177938,8.491591330330903e-38,moderate,-0.18431768189430703,1.873620826536592e-39
32,genre_entropy,-0.25980190233404216,6.20293011474789e-78,moderate,-0.26104210454970456,1.0926556161307845e-78
33,genre_entropy,-0.2402066711656307,1.4797432136055366e-66,moderate,-0.24209799440954005,1.3051732712235994e-67
34,genre_entropy,-0.056339413105249904,6.720556341894306e-05,weak,-0.059347533327633206,2.679111839454964e-05
35,genre_entropy,-0.07160363875382939,4.0121101098030393e-07,weak,-0.0748181728421859,1.1801398636243872e-07
36,genre_entropy,-0.2493913831698606,9.16973905809406e-72,moderate,-0.2510142666249109,1.04549822130207e-72
