unit,factor,r,p,bucket,partial_r,partial_p
108,leniency,0.429710539735422,7.349846074634623e-224,strong,,
109,leniency,0.5091191292293247,0.0,strong,,
110,leniency,0.3376866060626563,1.3204056195659253e-133,strong,,
111,leniency,0.5956045877847067,0.0,strong,,
112,leniency,0.3338880668004338,1.7622453349135704e-130,strong,,
113,leniency,0.39633917841238175,9.727239677579792e-188,strong,,
114,leniency,0.42991602367410936,4.274868464713301e-224,strong,,
115,leniency,0.4251975385587648,9.87075073704272e-219,strong,,
116,leniency,0.5826869516450057,0.0,strong,,
117,leniency,0.5012520225330155,2.06420805e-316,strong,,
118,leniency,0.29760244979282074,8.509072073171103e-103,moderate,,
119,leniency,0.5945804371367345,0.0,strong,,
120,leniency,0.11142607081511378,2.7521512518742654e-15,moderate,,
121,leniency,0.32877161154133583,2.433515158329723e-126,strong,,
122,leniency,0.49918819879353876,2.01946537215e-313,strong,,
123,leniency,0.603702067620767,0.0,strong,,
124,leniency,0.48062059977841326,2.0219501285713388e-287,strong,,
125,leniency,0.6363230175374013,0.0,strong,,
126,leniency,0.3091773953370074,3.2940044796896475e-111,strong,,
127,leniency,0.4697649742392953,6.017032483415287e-273,strong,,
0,extremity,-0.30530063601647095,2.3882035042481993e-108,strong,-0.3070964625181829,1.144140598643787e-109
1,extremity,0.12121734982900409,7.905909257831396e-18,moderate,0.12144290249015993,6.868724372554924e-18
2,extremity,-0.26511046012709816,3.4346491820296474e-81,moderate,-0.26657871102587005,4.186211297534181e-82
3,extremity,-0.5127957224550308,0.0,strong,-0.513555430434715,0.0
4,extremity,-0.5142482926663385,0.0,strong,-0.5153461242257094,0.0
5,extremity,0.08008754296723058,1.4218301616504949e-08,weak,0.08047227705898799,1.2117196715220092e-08
6,extremity,-0.49405727383259995,4.48242093509402e-306,strong,-0.496291511859723,2.93782938264015e-309
7,extremity,0.1925056909444908,6.0544494700158155e-43,moderate,0.1927295070832894,4.834960895208745e-43
8,extremity,0.23509860530238258,9.379964024225285e-64,moderate,0.23518044839306693,8.469036684289322e-64
9,extremity,-0.37234965908360973,3.1784712261837255e-164,strong,-0.3744192621702764,3.554110183962635e-166
10,extremity,-0.48675366276608917,7.844339411739312e-296,strong,-0.48824542491695333,6.646513374796971e-298
11,extremity,-0.4795353165667635,5.975810658960825e-286,strong,-0.4817617423380067,5.671701221005145e-289
12,extremity,-0.4670375114168135,2.1596060722047898e-269,strong,-0.4698234268487581,5.044763411829737e-273
13,extremity,-0.3034685977658681,5.184386748661451e-107,strong,-0.30454876618761983,8.46821144244535e-108
14,extremity,0.09629920621443949,8.882245139876894e-12,weak,0.09647324701267632,8.147335099751757e-12
15,extremity,-0.5073948807785116,0.0,strong,-0.5094178445070732,0.0
16,extremity,0.1917787660993417,1.2545758413050523e-42,moderate,0.19202016686521556,9.852793847178023e-43
17,extremity,-0.4057316529060353,1.715984856259122e-197,strong,-0.4081040135145465,5.257319266292237e-200
18,extremity,-0.03080515841030584,0.02938922068387797,weak,-0.03079691290649303,0.029432654414776417
19,extremity,-0.3341270360711297,1.1239558468135574e-130,strong,-0.3358039774526035,4.7339285369869464e-132
20,extremity,-0.24244627671623825,8.326715788507328e-68,moderate,-0.24363619009857868,1.7832803412301102e-68
21,extremity,-0.25149566639482246,5.4734612932304484e-73,moderate,-0.25265513475383417,1.1450375265514855e-73
22,extremity,-0.47598954694249596,3.5017423314530845e-281,strong,-0.47763494828711756,2.181514972041746e-283
23,extremity,-0.36821034298322664,2.304619538165707e-160,strong,-0.36915097679453873,3.0926405743309373e-161
24,extremity,0.22869781401064687,2.4498997465308872e-60,moderate,0.22884002230812436,2.062360930512882e-60
25,extremity,0.10757536576360685,2.403426421701311e-14,moderate,0.10781636980933296,2.103248085296706e-14
26,extremity,0.1756068725114972,6.457900095448233e-36,moderate,0.17572188634067776,5.815133399013821e-36
27,extremity,0.21833720920318211,5.0148161234429714e-55,moderate,0.21850177499456014,4.1495486911476676e-55
28,extremity,0.19572522960159408,2.318885932368981e-44,moderate,0.19592732611487435,1.8858483451690779e-44
29,extremity,-0.5204368693128169,0.0,strong,-0.5207708588528703,0.0
30,extremity,-0.5122165462236212,0.0,strong,-0.5133518358604273,0.0
31,extremity,-0.2024056524136938,2.2138400102702386e-47,moderate,-0.2034354149275244,7.411655829318879e-48
32,extremity,0.19960045489696226,4.2323719949485724e-46,moderate,0.19977738641061554,3.518256898715286e-46
33,extremity,0.08542413887239532,1.448913980880744e-09,weak,0.08561784317860138,1.3300988589599197e-09
34,extremity,-0.47817476873595044,4.097681239084858e-284,strong,-0.4804289762857561,3.679750645634356e-287
35,extremity,-0.44489713126033453,1.0609632505971248e-241,strong,-0.4471443323428548,2.03066160034153e-244
36,extremity,0.19229406709541869,7.487276176407412e-43,moderate,0.192563517764074,5.712792902486849e-43
37,extremity,-0.001984367635372071,0.8884379470769762,weak,-0.0018843394117570057,0.8940275228811773
38,extremity,-0.5256112117159581,0.0,strong,-0.5263774730983808,0.0
39,extremity,0.22826284557650373,4.145421606140049e-60,moderate,0.228375963471458,3.6158618388728327e-60
